date,store,product,category,sales_units,xgb_predicted,rf_predicted,xgb_error,rf_error
2023-12-31,Store_Mumbai,Curd 500g,Dairy,84,60,60,24,24
2024-01-01,Store_Mumbai,Curd 500g,Dairy,41,45,46,4,5
2023-10-02,Store_Mumbai,Face Wash 100ml,Personal Care,27,51,48,24,21
2023-10-03,Store_Mumbai,Face Wash 100ml,Personal Care,49,49,48,0,1
2023-10-04,Store_Mumbai,Face Wash 100ml,Personal Care,41,49,48,8,7
2023-10-05,Store_Mumbai,Face Wash 100ml,Personal Care,61,49,48,12,13
2023-10-06,Store_Mumbai,Face Wash 100ml,Personal Care,26,49,48,23,22
2023-10-07,Store_Mumbai,Face Wash 100ml,Personal Care,26,64,60,38,34
2023-10-08,Store_Mumbai,Face Wash 100ml,Personal Care,67,62,61,5,6
2023-10-09,Store_Mumbai,Face Wash 100ml,Personal Care,86,47,47,39,39
2023-10-10,Store_Mumbai,Face Wash 100ml,Personal Care,16,47,48,31,32
2023-10-11,Store_Mumbai,Face Wash 100ml,Personal Care,21,47,48,26,27
2023-10-12,Store_Mumbai,Face Wash 100ml,Personal Care,38,48,47,10,9
2023-10-13,Store_Mumbai,Face Wash 100ml,Personal Care,22,49,48,27,26
2023-10-14,Store_Mumbai,Face Wash 100ml,Personal Care,26,62,60,36,34
2023-10-15,Store_Mumbai,Face Wash 100ml,Personal Care,77,62,60,15,17
2023-10-16,Store_Mumbai,Face Wash 100ml,Personal Care,51,48,47,3,4
2023-10-17,Store_Mumbai,Face Wash 100ml,Personal Care,60,49,47,11,13
2023-10-18,Store_Mumbai,Face Wash 100ml,Personal Care,75,47,47,28,28
2023-10-19,Store_Mumbai,Face Wash 100ml,Personal Care,65,48,47,17,18
2023-10-20,Store_Mumbai,Face Wash 100ml,Personal Care,42,49,47,7,5
2023-10-21,Store_Mumbai,Face Wash 100ml,Personal Care,107,60,61,47,46
2023-10-22,Store_Mumbai,Face Wash 100ml,Personal Care,28,63,64,35,36
2023-10-23,Store_Mumbai,Face Wash 100ml,Personal Care,45,48,47,3,2
2023-10-24,Store_Mumbai,Face Wash 100ml,Personal Care,33,48,47,15,14
2023-10-25,Store_Mumbai,Face Wash 100ml,Personal Care,33,48,47,15,14
2023-10-26,Store_Mumbai,Face Wash 100ml,Personal Care,37,47,47,10,10
2023-10-27,Store_Mumbai,Face Wash 100ml,Personal Care,31,48,47,17,16
2023-10-28,Store_Mumbai,Face Wash 100ml,Personal Care,18,60,60,42,42
2023-10-29,Store_Mumbai,Face Wash 100ml,Personal Care,53,63,61,10,8
2023-10-30,Store_Mumbai,Face Wash 100ml,Personal Care,45,48,47,3,2
2023-10-31,Store_Mumbai,Face Wash 100ml,Personal Care,44,49,47,5,3
2023-11-01,Store_Mumbai,Face Wash 100ml,Personal Care,17,48,47,31,30
2023-11-02,Store_Mumbai,Face Wash 100ml,Personal Care,78,48,47,30,31
2023-11-03,Store_Mumbai,Face Wash 100ml,Personal Care,55,47,47,8,8
2023-11-04,Store_Mumbai,Face Wash 100ml,Personal Care,75,56,60,19,15
2023-11-05,Store_Mumbai,Face Wash 100ml,Personal Care,35,58,59,23,24
2023-11-06,Store_Mumbai,Face Wash 100ml,Personal Care,49,46,46,3,3
2023-11-07,Store_Mumbai,Face Wash 100ml,Personal Care,43,46,47,3,4
2023-11-08,Store_Mumbai,Face Wash 100ml,Personal Care,11,44,47,33,36
2023-11-09,Store_Mumbai,Face Wash 100ml,Personal Care,78,46,47,32,31
2023-11-10,Store_Mumbai,Face Wash 100ml,Personal Care,73,46,47,27,26
2023-11-11,Store_Mumbai,Face Wash 100ml,Personal Care,69,64,61,5,8
2023-11-12,Store_Mumbai,Face Wash 100ml,Personal Care,47,60,60,13,13
2023-11-13,Store_Mumbai,Face Wash 100ml,Personal Care,64,48,47,16,17
2023-11-14,Store_Mumbai,Face Wash 100ml,Personal Care,7,48,47,41,40
2023-11-15,Store_Mumbai,Face Wash 100ml,Personal Care,13,49,47,36,34
2023-11-16,Store_Mumbai,Face Wash 100ml,Personal Care,66,47,46,19,20
2023-11-17,Store_Mumbai,Face Wash 100ml,Personal Care,30,48,46,18,16
2023-11-18,Store_Mumbai,Face Wash 100ml,Personal Care,33,60,60,27,27
2023-11-19,Store_Mumbai,Face Wash 100ml,Personal Care,70,60,60,10,10
2023-11-20,Store_Mumbai,Face Wash 100ml,Personal Care,92,47,46,45,46
2023-11-21,Store_Mumbai,Face Wash 100ml,Personal Care,49,49,46,0,3
2023-11-22,Store_Mumbai,Face Wash 100ml,Personal Care,37,48,46,11,9
2023-11-23,Store_Mumbai,Face Wash 100ml,Personal Care,7,45,46,38,39
2023-11-24,Store_Mumbai,Face Wash 100ml,Personal Care,44,46,46,2,2
2023-11-25,Store_Mumbai,Face Wash 100ml,Personal Care,112,60,60,52,52
2023-11-26,Store_Mumbai,Face Wash 100ml,Personal Care,7,61,61,54,54
2023-11-27,Store_Mumbai,Face Wash 100ml,Personal Care,80,45,47,35,33
2023-11-28,Store_Mumbai,Face Wash 100ml,Personal Care,58,46,47,12,11
2023-11-29,Store_Mumbai,Face Wash 100ml,Personal Care,34,48,47,14,13
2023-11-30,Store_Mumbai,Face Wash 100ml,Personal Care,77,46,47,31,30
2023-12-01,Store_Mumbai,Face Wash 100ml,Personal Care,19,48,48,29,29
2023-12-02,Store_Mumbai,Face Wash 100ml,Personal Care,50,64,63,14,13
2023-12-03,Store_Mumbai,Face Wash 100ml,Personal Care,47,62,62,15,15
2023-12-04,Store_Mumbai,Face Wash 100ml,Personal Care,85,48,48,37,37
2023-12-05,Store_Mumbai,Face Wash 100ml,Personal Care,59,47,47,12,12
2023-12-06,Store_Mumbai,Face Wash 100ml,Personal Care,70,46,47,24,23
2023-12-07,Store_Mumbai,Face Wash 100ml,Personal Care,35,47,47,12,12
2023-12-08,Store_Mumbai,Face Wash 100ml,Personal Care,60,46,47,14,13
2023-12-09,Store_Mumbai,Face Wash 100ml,Personal Care,61,65,62,4,1
2023-12-10,Store_Mumbai,Face Wash 100ml,Personal Care,46,59,61,13,15
2023-12-11,Store_Mumbai,Face Wash 100ml,Personal Care,13,45,46,32,33
2023-12-12,Store_Mumbai,Face Wash 100ml,Personal Care,98,47,46,51,52
2023-12-13,Store_Mumbai,Face Wash 100ml,Personal Care,30,46,47,16,17
2023-12-14,Store_Mumbai,Face Wash 100ml,Personal Care,86,48,47,38,39
2023-12-15,Store_Mumbai,Face Wash 100ml,Personal Care,72,47,47,25,25
2023-12-16,Store_Mumbai,Face Wash 100ml,Personal Care,77,61,63,16,14
2023-12-17,Store_Mumbai,Face Wash 100ml,Personal Care,104,63,62,41,42
2023-12-18,Store_Mumbai,Face Wash 100ml,Personal Care,44,46,49,2,5
2023-12-19,Store_Mumbai,Face Wash 100ml,Personal Care,16,45,47,29,31
2023-12-20,Store_Mumbai,Face Wash 100ml,Personal Care,52,47,47,5,5
2023-12-21,Store_Mumbai,Face Wash 100ml,Personal Care,32,44,47,12,15
2023-12-22,Store_Mumbai,Face Wash 100ml,Personal Care,27,45,47,18,20
2023-12-23,Store_Mumbai,Face Wash 100ml,Personal Care,24,60,62,36,38
2023-12-24,Store_Mumbai,Face Wash 100ml,Personal Care,40,59,62,19,22
2023-12-25,Store_Mumbai,Face Wash 100ml,Personal Care,56,45,46,11,10
2023-12-26,Store_Mumbai,Face Wash 100ml,Personal Care,63,47,47,16,16
2023-12-27,Store_Mumbai,Face Wash 100ml,Personal Care,74,44,45,30,29
2023-12-28,Store_Mumbai,Face Wash 100ml,Personal Care,40,45,46,5,6
2023-12-29,Store_Mumbai,Face Wash 100ml,Personal Care,22,44,46,22,24
2023-12-30,Store_Mumbai,Face Wash 100ml,Personal Care,32,58,60,26,28
2023-12-31,Store_Mumbai,Face Wash 100ml,Personal Care,54,59,60,5,6
2024-01-01,Store_Mumbai,Face Wash 100ml,Personal Care,55,48,47,7,8
2023-10-02,Store_Mumbai,Green Tea 50pcs,Beverages,85,50,49,35,36
2023-10-03,Store_Mumbai,Green Tea 50pcs,Beverages,47,51,49,4,2
2023-10-04,Store_Mumbai,Green Tea 50pcs,Beverages,83,50,49,33,34
2023-10-05,Store_Mumbai,Green Tea 50pcs,Beverages,32,51,49,19,17
2023-10-06,Store_Mumbai,Green Tea 50pcs,Beverages,7,51,49,44,42
2023-10-07,Store_Mumbai,Green Tea 50pcs,Beverages,109,64,63,45,46
2023-10-08,Store_Mumbai,Green Tea 50pcs,Beverages,39,66,64,27,25
2023-10-09,Store_Mumbai,Green Tea 50pcs,Beverages,37,50,47,13,10
2023-10-10,Store_Mumbai,Green Tea 50pcs,Beverages,75,52,48,23,27
2023-10-11,Store_Mumbai,Green Tea 50pcs,Beverages,46,50,48,4,2
2023-10-12,Store_Mumbai,Green Tea 50pcs,Beverages,65,49,47,16,18
2023-10-13,Store_Mumbai,Green Tea 50pcs,Beverages,38,47,48,9,10
2023-10-14,Store_Mumbai,Green Tea 50pcs,Beverages,53,64,62,11,9
2023-10-15,Store_Mumbai,Green Tea 50pcs,Beverages,36,64,62,28,26
2023-10-16,Store_Mumbai,Green Tea 50pcs,Beverages,78,49,48,29,30
2023-10-17,Store_Mumbai,Green Tea 50pcs,Beverages,53,50,48,3,5
2023-10-18,Store_Mumbai,Green Tea 50pcs,Beverages,16,50,48,34,32
2023-10-19,Store_Mumbai,Green Tea 50pcs,Beverages,42,49,48,7,6
2023-10-20,Store_Mumbai,Green Tea 50pcs,Beverages,36,50,48,14,12
2023-10-21,Store_Mumbai,Green Tea 50pcs,Beverages,25,65,62,40,37
2023-10-22,Store_Mumbai,Green Tea 50pcs,Beverages,92,63,61,29,31
2023-10-23,Store_Mumbai,Green Tea 50pcs,Beverages,55,50,48,5,7
2023-10-24,Store_Mumbai,Green Tea 50pcs,Beverages,38,52,48,14,10
2023-10-25,Store_Mumbai,Green Tea 50pcs,Beverages,22,50,48,28,26
2023-10-26,Store_Mumbai,Green Tea 50pcs,Beverages,51,50,48,1,3
2023-10-27,Store_Mumbai,Green Tea 50pcs,Beverages,44,50,48,6,4
2023-10-28,Store_Mumbai,Green Tea 50pcs,Beverages,121,63,61,58,60
2023-10-29,Store_Mumbai,Green Tea 50pcs,Beverages,42,63,63,21,21
2023-10-30,Store_Mumbai,Green Tea 50pcs,Beverages,47,50,49,3,2
2023-10-31,Store_Mumbai,Green Tea 50pcs,Beverages,86,50,49,36,37
2023-11-01,Store_Mumbai,Green Tea 50pcs,Beverages,89,56,52,33,37
2023-11-02,Store_Mumbai,Green Tea 50pcs,Beverages,24,56,53,32,29
2023-11-03,Store_Mumbai,Green Tea 50pcs,Beverages,42,55,52,13,10
2023-11-04,Store_Mumbai,Green Tea 50pcs,Beverages,30,68,65,38,35
2023-11-05,Store_Mumbai,Green Tea 50pcs,Beverages,15,68,62,53,47
2023-11-06,Store_Mumbai,Green Tea 50pcs,Beverages,48,56,53,8,5
2023-11-07,Store_Mumbai,Green Tea 50pcs,Beverages,67,56,53,11,14
2023-11-08,Store_Mumbai,Green Tea 50pcs,Beverages,26,56,52,30,26
2023-11-09,Store_Mumbai,Green Tea 50pcs,Beverages,46,55,52,9,6
2023-11-10,Store_Mumbai,Green Tea 50pcs,Beverages,33,53,52,20,19
2023-11-11,Store_Mumbai,Green Tea 50pcs,Beverages,113,64,61,49,52
2023-11-12,Store_Mumbai,Green Tea 50pcs,Beverages,109,67,63,42,46
2023-11-13,Store_Mumbai,Green Tea 50pcs,Beverages,63,53,51,10,12
2023-11-14,Store_Mumbai,Green Tea 50pcs,Beverages,84,55,51,29,33
2023-11-15,Store_Mumbai,Green Tea 50pcs,Beverages,25,53,52,28,27
2023-11-16,Store_Mumbai,Green Tea 50pcs,Beverages,58,53,50,5,8
2023-11-17,Store_Mumbai,Green Tea 50pcs,Beverages,9,53,53,44,44
2023-11-18,Store_Mumbai,Green Tea 50pcs,Beverages,23,73,67,50,44
2023-11-19,Store_Mumbai,Green Tea 50pcs,Beverages,76,73,70,3,6
2023-11-20,Store_Mumbai,Green Tea 50pcs,Beverages,39,55,51,16,12
2023-11-21,Store_Mumbai,Green Tea 50pcs,Beverages,28,54,51,26,23
2023-11-22,Store_Mumbai,Green Tea 50pcs,Beverages,79,56,50,23,29
2023-11-23,Store_Mumbai,Green Tea 50pcs,Beverages,10,54,51,44,41
2023-11-24,Store_Mumbai,Green Tea 50pcs,Beverages,57,55,50,2,7
2023-11-25,Store_Mumbai,Green Tea 50pcs,Beverages,84,72,67,12,17
2023-11-26,Store_Mumbai,Green Tea 50pcs,Beverages,97,68,63,29,34
2023-11-27,Store_Mumbai,Green Tea 50pcs,Beverages,91,53,52,38,39
2023-11-28,Store_Mumbai,Green Tea 50pcs,Beverages,85,54,51,31,34
2023-11-29,Store_Mumbai,Green Tea 50pcs,Beverages,72,51,52,21,20
2023-11-30,Store_Mumbai,Green Tea 50pcs,Beverages,37,49,53,12,16
2023-12-01,Store_Mumbai,Green Tea 50pcs,Beverages,35,52,54,17,19
2023-12-02,Store_Mumbai,Green Tea 50pcs,Beverages,80,68,66,12,14
2023-12-03,Store_Mumbai,Green Tea 50pcs,Beverages,85,62,63,23,22
2023-12-04,Store_Mumbai,Green Tea 50pcs,Beverages,91,51,52,40,39
2023-12-05,Store_Mumbai,Green Tea 50pcs,Beverages,71,55,52,16,19
2023-12-06,Store_Mumbai,Green Tea 50pcs,Beverages,87,50,51,37,36
2023-12-07,Store_Mumbai,Green Tea 50pcs,Beverages,30,53,53,23,23
2023-12-08,Store_Mumbai,Green Tea 50pcs,Beverages,73,46,52,27,21
2023-12-09,Store_Mumbai,Green Tea 50pcs,Beverages,57,58,67,1,10
2023-12-10,Store_Mumbai,Green Tea 50pcs,Beverages,30,57,68,27,38
2023-12-11,Store_Mumbai,Green Tea 50pcs,Beverages,55,53,53,2,2
2023-12-12,Store_Mumbai,Green Tea 50pcs,Beverages,51,53,52,2,1
2023-12-13,Store_Mumbai,Green Tea 50pcs,Beverages,56,50,52,6,4
2023-12-14,Store_Mumbai,Green Tea 50pcs,Beverages,36,49,52,13,16
2023-12-15,Store_Mumbai,Green Tea 50pcs,Beverages,71,51,52,20,19
2023-12-16,Store_Mumbai,Green Tea 50pcs,Beverages,54,64,62,10,8
2023-12-17,Store_Mumbai,Green Tea 50pcs,Beverages,66,69,63,3,3
2023-12-18,Store_Mumbai,Green Tea 50pcs,Beverages,34,49,51,15,17
2023-12-19,Store_Mumbai,Green Tea 50pcs,Beverages,36,47,50,11,14
2023-12-20,Store_Mumbai,Green Tea 50pcs,Beverages,20,50,51,30,31
2023-12-21,Store_Mumbai,Green Tea 50pcs,Beverages,47,49,52,2,5
2023-12-22,Store_Mumbai,Green Tea 50pcs,Beverages,58,48,51,10,7
2023-12-23,Store_Mumbai,Green Tea 50pcs,Beverages,141,64,62,77,79
2023-12-24,Store_Mumbai,Green Tea 50pcs,Beverages,93,72,72,21,21
2023-12-25,Store_Mumbai,Green Tea 50pcs,Beverages,28,50,56,22,28
2023-12-26,Store_Mumbai,Green Tea 50pcs,Beverages,77,50,54,27,23
2023-12-27,Store_Mumbai,Green Tea 50pcs,Beverages,27,49,54,22,27
2023-12-28,Store_Mumbai,Green Tea 50pcs,Beverages,89,49,53,40,36
2023-12-29,Store_Mumbai,Green Tea 50pcs,Beverages,53,50,54,3,1
2023-12-30,Store_Mumbai,Green Tea 50pcs,Beverages,23,62,67,39,44
2023-12-31,Store_Mumbai,Green Tea 50pcs,Beverages,13,63,64,50,51
2024-01-01,Store_Mumbai,Green Tea 50pcs,Beverages,47,49,51,2,4
2023-10-02,Store_Mumbai,Milk 1L,Dairy,85,46,47,39,38
2023-10-03,Store_Mumbai,Milk 1L,Dairy,42,46,47,4,5
2023-10-04,Store_Mumbai,Milk 1L,Dairy,32,45,47,13,15
2023-10-05,Store_Mumbai,Milk 1L,Dairy,90,46,47,44,43
2023-10-06,Store_Mumbai,Milk 1L,Dairy,47,47,47,0,0
2023-10-07,Store_Mumbai,Milk 1L,Dairy,17,61,60,44,43
2023-10-08,Store_Mumbai,Milk 1L,Dairy,105,62,61,43,44
2023-10-09,Store_Mumbai,Milk 1L,Dairy,47,46,46,1,1
2023-10-10,Store_Mumbai,Milk 1L,Dairy,32,46,46,14,14
2023-10-11,Store_Mumbai,Milk 1L,Dairy,56,47,46,9,10
2023-10-12,Store_Mumbai,Milk 1L,Dairy,25,47,47,22,22
2023-10-13,Store_Mumbai,Milk 1L,Dairy,61,46,46,15,15
2023-10-14,Store_Mumbai,Milk 1L,Dairy,82,60,61,22,21
2023-10-15,Store_Mumbai,Milk 1L,Dairy,35,61,62,26,27
2023-10-16,Store_Mumbai,Milk 1L,Dairy,24,46,46,22,22
2023-10-17,Store_Mumbai,Milk 1L,Dairy,35,46,46,11,11
2023-10-18,Store_Mumbai,Milk 1L,Dairy,23,46,46,23,23
2023-10-19,Store_Mumbai,Milk 1L,Dairy,24,46,47,22,23
2023-10-20,Store_Mumbai,Milk 1L,Dairy,34,46,46,12,12
2023-10-21,Store_Mumbai,Milk 1L,Dairy,32,61,61,29,29
2023-10-22,Store_Mumbai,Milk 1L,Dairy,102,67,62,35,40
2023-10-23,Store_Mumbai,Milk 1L,Dairy,26,47,46,21,20
2023-10-24,Store_Mumbai,Milk 1L,Dairy,55,47,46,8,9
2023-10-25,Store_Mumbai,Milk 1L,Dairy,73,46,46,27,27
2023-10-26,Store_Mumbai,Milk 1L,Dairy,42,46,46,4,4
2023-10-27,Store_Mumbai,Milk 1L,Dairy,15,46,46,31,31
2023-10-28,Store_Mumbai,Milk 1L,Dairy,45,61,60,16,15
2023-10-29,Store_Mumbai,Milk 1L,Dairy,58,60,61,2,3
2023-10-30,Store_Mumbai,Milk 1L,Dairy,17,46,46,29,29
2023-10-31,Store_Mumbai,Milk 1L,Dairy,96,46,47,50,49
2023-11-01,Store_Mumbai,Milk 1L,Dairy,22,47,46,25,24
2023-11-02,Store_Mumbai,Milk 1L,Dairy,38,46,46,8,8
2023-11-03,Store_Mumbai,Milk 1L,Dairy,31,46,46,15,15
2023-11-04,Store_Mumbai,Milk 1L,Dairy,107,60,60,47,47
2023-11-05,Store_Mumbai,Milk 1L,Dairy,103,59,61,44,42
2023-11-06,Store_Mumbai,Milk 1L,Dairy,9,46,47,37,38
2023-11-07,Store_Mumbai,Milk 1L,Dairy,84,48,47,36,37
2023-11-08,Store_Mumbai,Milk 1L,Dairy,53,44,47,9,6
2023-11-09,Store_Mumbai,Milk 1L,Dairy,39,46,47,7,8
2023-11-10,Store_Mumbai,Milk 1L,Dairy,44,47,48,3,4
2023-11-11,Store_Mumbai,Milk 1L,Dairy,48,60,63,12,15
2023-11-12,Store_Mumbai,Milk 1L,Dairy,21,60,63,39,42
2023-11-13,Store_Mumbai,Milk 1L,Dairy,33,46,47,13,14
2023-11-14,Store_Mumbai,Milk 1L,Dairy,73,46,45,27,28
2023-11-15,Store_Mumbai,Milk 1L,Dairy,94,45,46,49,48
2023-11-16,Store_Mumbai,Milk 1L,Dairy,13,46,47,33,34
2023-11-17,Store_Mumbai,Milk 1L,Dairy,73,46,47,27,26
2023-11-18,Store_Mumbai,Milk 1L,Dairy,97,62,63,35,34
2023-11-19,Store_Mumbai,Milk 1L,Dairy,63,65,63,2,0
2023-11-20,Store_Mumbai,Milk 1L,Dairy,20,46,46,26,26
2023-11-21,Store_Mumbai,Milk 1L,Dairy,54,46,47,8,7
2023-11-22,Store_Mumbai,Milk 1L,Dairy,36,46,46,10,10
2023-11-23,Store_Mumbai,Milk 1L,Dairy,45,45,46,0,1
2023-11-24,Store_Mumbai,Milk 1L,Dairy,50,46,46,4,4
2023-11-25,Store_Mumbai,Milk 1L,Dairy,21,62,62,41,41
2023-11-26,Store_Mumbai,Milk 1L,Dairy,60,64,63,4,3
2023-11-27,Store_Mumbai,Milk 1L,Dairy,21,45,46,24,25
2023-11-28,Store_Mumbai,Milk 1L,Dairy,13,48,46,35,33
2023-11-29,Store_Mumbai,Milk 1L,Dairy,28,46,47,18,19
2023-11-30,Store_Mumbai,Milk 1L,Dairy,24,45,46,21,22
2023-12-01,Store_Mumbai,Milk 1L,Dairy,30,45,46,15,16
2023-12-02,Store_Mumbai,Milk 1L,Dairy,37,62,62,25,25
2023-12-03,Store_Mumbai,Milk 1L,Dairy,74,57,61,17,13
2023-12-04,Store_Mumbai,Milk 1L,Dairy,53,48,46,5,7
2023-12-05,Store_Mumbai,Milk 1L,Dairy,35,47,46,12,11
2023-12-06,Store_Mumbai,Milk 1L,Dairy,55,43,46,12,9
2023-12-07,Store_Mumbai,Milk 1L,Dairy,89,46,46,43,43
2023-12-08,Store_Mumbai,Milk 1L,Dairy,36,45,46,9,10
2023-12-09,Store_Mumbai,Milk 1L,Dairy,67,59,61,8,6
2023-12-10,Store_Mumbai,Milk 1L,Dairy,43,58,60,15,17
2023-12-11,Store_Mumbai,Milk 1L,Dairy,56,45,46,11,10
2023-12-12,Store_Mumbai,Milk 1L,Dairy,9,45,46,36,37
2023-12-13,Store_Mumbai,Milk 1L,Dairy,48,46,46,2,2
2023-12-14,Store_Mumbai,Milk 1L,Dairy,55,46,46,9,9
2023-12-15,Store_Mumbai,Milk 1L,Dairy,73,45,46,28,27
2023-12-16,Store_Mumbai,Milk 1L,Dairy,129,58,59,71,70
2023-12-17,Store_Mumbai,Milk 1L,Dairy,44,61,62,17,18
2023-12-18,Store_Mumbai,Milk 1L,Dairy,58,43,46,15,12
2023-12-19,Store_Mumbai,Milk 1L,Dairy,33,46,45,13,12
2023-12-20,Store_Mumbai,Milk 1L,Dairy,49,43,46,6,3
2023-12-21,Store_Mumbai,Milk 1L,Dairy,69,42,46,27,23
2023-12-22,Store_Mumbai,Milk 1L,Dairy,20,42,45,22,25
2023-12-23,Store_Mumbai,Milk 1L,Dairy,93,56,62,37,31
2023-12-24,Store_Mumbai,Milk 1L,Dairy,36,57,61,21,25
2023-12-25,Store_Mumbai,Milk 1L,Dairy,27,42,46,15,19
2023-12-26,Store_Mumbai,Milk 1L,Dairy,39,45,46,6,7
2023-12-27,Store_Mumbai,Milk 1L,Dairy,76,44,46,32,30
2023-12-28,Store_Mumbai,Milk 1L,Dairy,88,44,46,44,42
2023-12-29,Store_Mumbai,Milk 1L,Dairy,59,43,46,16,13
2023-12-30,Store_Mumbai,Milk 1L,Dairy,115,53,62,62,53
2023-12-31,Store_Mumbai,Milk 1L,Dairy,50,63,63,13,13
2024-01-01,Store_Mumbai,Milk 1L,Dairy,31,47,48,16,17
2023-10-02,Store_Mumbai,Mineral Water 1L,Beverages,15,48,49,33,34
2023-10-03,Store_Mumbai,Mineral Water 1L,Beverages,60,46,49,14,11
2023-10-04,Store_Mumbai,Mineral Water 1L,Beverages,14,46,49,32,35
2023-10-05,Store_Mumbai,Mineral Water 1L,Beverages,62,45,47,17,15
2023-10-06,Store_Mumbai,Mineral Water 1L,Beverages,77,45,48,32,29
2023-10-07,Store_Mumbai,Mineral Water 1L,Beverages,113,63,68,50,45
2023-10-08,Store_Mumbai,Mineral Water 1L,Beverages,53,63,69,10,16
2023-10-09,Store_Mumbai,Mineral Water 1L,Beverages,27,52,50,25,23
2023-10-10,Store_Mumbai,Mineral Water 1L,Beverages,84,51,51,33,33
2023-10-11,Store_Mumbai,Mineral Water 1L,Beverages,69,53,53,16,16
2023-10-12,Store_Mumbai,Mineral Water 1L,Beverages,26,53,54,27,28
2023-10-13,Store_Mumbai,Mineral Water 1L,Beverages,52,49,54,3,2
2023-10-14,Store_Mumbai,Mineral Water 1L,Beverages,55,67,70,12,15
2023-10-15,Store_Mumbai,Mineral Water 1L,Beverages,108,66,65,42,43
2023-10-16,Store_Mumbai,Mineral Water 1L,Beverages,65,50,50,15,15
2023-10-17,Store_Mumbai,Mineral Water 1L,Beverages,64,46,49,18,15
2023-10-18,Store_Mumbai,Mineral Water 1L,Beverages,59,49,48,10,11
2023-10-19,Store_Mumbai,Mineral Water 1L,Beverages,17,48,50,31,33
2023-10-20,Store_Mumbai,Mineral Water 1L,Beverages,10,48,49,38,39
2023-10-21,Store_Mumbai,Mineral Water 1L,Beverages,27,61,65,34,38
2023-10-22,Store_Mumbai,Mineral Water 1L,Beverages,29,56,62,27,33
2023-10-23,Store_Mumbai,Mineral Water 1L,Beverages,60,48,48,12,12
2023-10-24,Store_Mumbai,Mineral Water 1L,Beverages,67,48,48,19,19
2023-10-25,Store_Mumbai,Mineral Water 1L,Beverages,80,47,48,33,32
2023-10-26,Store_Mumbai,Mineral Water 1L,Beverages,8,49,48,41,40
2023-10-27,Store_Mumbai,Mineral Water 1L,Beverages,41,49,48,8,7
2023-10-28,Store_Mumbai,Mineral Water 1L,Beverages,17,58,64,41,47
2023-10-29,Store_Mumbai,Mineral Water 1L,Beverages,123,62,61,61,62
2023-10-30,Store_Mumbai,Mineral Water 1L,Beverages,59,49,48,10,11
2023-10-31,Store_Mumbai,Mineral Water 1L,Beverages,60,47,48,13,12
2023-11-01,Store_Mumbai,Mineral Water 1L,Beverages,51,49,50,2,1
2023-11-02,Store_Mumbai,Mineral Water 1L,Beverages,16,52,49,36,33
2023-11-03,Store_Mumbai,Mineral Water 1L,Beverages,52,51,49,1,3
2023-11-04,Store_Mumbai,Mineral Water 1L,Beverages,129,68,65,61,64
2023-11-05,Store_Mumbai,Mineral Water 1L,Beverages,104,68,68,36,36
2023-11-06,Store_Mumbai,Mineral Water 1L,Beverages,43,59,57,16,14
2023-11-07,Store_Mumbai,Mineral Water 1L,Beverages,62,56,56,6,6
2023-11-08,Store_Mumbai,Mineral Water 1L,Beverages,39,56,55,17,16
2023-11-09,Store_Mumbai,Mineral Water 1L,Beverages,80,57,55,23,25
2023-11-10,Store_Mumbai,Mineral Water 1L,Beverages,40,53,54,13,14
2023-11-11,Store_Mumbai,Mineral Water 1L,Beverages,126,70,73,56,53
2023-11-12,Store_Mumbai,Mineral Water 1L,Beverages,43,65,77,22,34
2023-11-13,Store_Mumbai,Mineral Water 1L,Beverages,20,58,56,38,36
2023-11-14,Store_Mumbai,Mineral Water 1L,Beverages,83,58,53,25,30
2023-11-15,Store_Mumbai,Mineral Water 1L,Beverages,74,57,56,17,18
2023-11-16,Store_Mumbai,Mineral Water 1L,Beverages,71,55,59,16,12
2023-11-17,Store_Mumbai,Mineral Water 1L,Beverages,43,53,60,10,17
2023-11-18,Store_Mumbai,Mineral Water 1L,Beverages,45,66,81,21,36
2023-11-19,Store_Mumbai,Mineral Water 1L,Beverages,41,67,64,26,23
2023-11-20,Store_Mumbai,Mineral Water 1L,Beverages,31,51,51,20,20
2023-11-21,Store_Mumbai,Mineral Water 1L,Beverages,60,52,51,8,9
2023-11-22,Store_Mumbai,Mineral Water 1L,Beverages,42,53,51,11,9
2023-11-23,Store_Mumbai,Mineral Water 1L,Beverages,67,50,50,17,17
2023-11-24,Store_Mumbai,Mineral Water 1L,Beverages,26,51,51,25,25
2023-11-25,Store_Mumbai,Mineral Water 1L,Beverages,23,61,64,38,41
2023-11-26,Store_Mumbai,Mineral Water 1L,Beverages,48,69,66,21,18
2023-11-27,Store_Mumbai,Mineral Water 1L,Beverages,33,49,50,16,17
2023-11-28,Store_Mumbai,Mineral Water 1L,Beverages,30,49,50,19,20
2023-11-29,Store_Mumbai,Mineral Water 1L,Beverages,47,51,52,4,5
2023-11-30,Store_Mumbai,Mineral Water 1L,Beverages,52,52,52,0,0
2023-12-01,Store_Mumbai,Mineral Water 1L,Beverages,50,49,53,1,3
2023-12-02,Store_Mumbai,Mineral Water 1L,Beverages,58,65,69,7,11
2023-12-03,Store_Mumbai,Mineral Water 1L,Beverages,99,64,63,35,36
2023-12-04,Store_Mumbai,Mineral Water 1L,Beverages,27,49,51,22,24
